sku,brand,subcategory,old_name,new_name,old_slug,new_slug,slug_changed
"70092-WT","American Standard","bon-tam","Bồn tắm xây massage Tonic 1.7m American Standard 70092-WT (70092WT) 70092-WT","Bồn tắm xây massage Tonic 1.7m American Standard 70092-WT (70092WT)","bon-tam-xay-massage-tonic-17m-american-standard-70092-wt-70092wt-70092-wt","bon-tam-xay-massage-tonic-17m-american-standard-70092-wt-70092wt",YES
"70200-WT","American Standard","bon-tam","Bồn tắm xây IDS 1.7m American Standard 70200-WT (70200WT) 70200-WT","Bồn tắm xây IDS 1.7m American Standard 70200-WT (70200WT)","bon-tam-xay-ids-17m-american-standard-70200-wt-70200wt-70200-wt","bon-tam-xay-ids-17m-american-standard-70200-wt-70200wt",YES
"70202100-WT","American Standard","bon-tam","Bồn tắm massage thủy lực sủi bọt IDS 1.7m American Standard 70202100-WT (70202100WT) 70202100-WT","Bồn tắm massage thủy lực sủi bọt IDS 1.7m American Standard 70202100-WT (70202100WT)","bon-tam-massage-thuy-luc-sui-bot-ids-17m-american-standard-70202100-wt-70202100wt-70202100-wt","bon-tam-massage-thuy-luc-sui-bot-ids-17m-american-standard-70202100-wt-70202100wt",YES
"70212100-WT","American Standard","bon-tam","Bồn tắm massage thủy lực sủi bọt khí IDS 1.7m American Standard 70212100-WT (70212100WT) 70212100-WT","Bồn tắm massage thủy lực sủi bọt khí IDS 1.7m American Standard 70212100-WT (70212100WT)","bon-tam-massage-thuy-luc-sui-bot-khi-ids-17m-american-standard-70212100-wt-70212100wt-70212100-wt","bon-tam-massage-thuy-luc-sui-bot-khi-ids-17m-american-standard-70212100-wt-70212100wt",YES
"70270-WT","American Standard","bon-tam","Bồn tắm xây Active 1.7m American Standard 70270-WT (70270WT) (Bộ xả nhấn) 70270-WT","Bồn tắm xây Active 1.7m American Standard 70270-WT (70270WT) (Bộ xả nhấn)","bon-tam-xay-active-17m-american-standard-70270-wt-70270wt-bo-xa-nhan-70270-wt","bon-tam-xay-active-17m-american-standard-70270-wt-70270wt-bo-xa-nhan",YES
"70270P-WT","American Standard","bon-tam","Bồn tắm xây Active 1.7m American Standard 70270P-WT (70270PWT) (Bộ xả) 70270P-WT","Bồn tắm xây Active 1.7m American Standard 70270P-WT (70270PWT) (Bộ xả)","bon-tam-xay-active-17m-american-standard-70270p-wt-70270pwt-bo-xa-70270p-wt","bon-tam-xay-active-17m-american-standard-70270p-wt-70270pwt-bo-xa",YES
"70271-WT","American Standard","bon-tam","Bồn tắm xây massage Active 1.7m American Standard 70271-WT (70271WT) 70271-WT","Bồn tắm xây massage Active 1.7m American Standard 70271-WT (70271WT)","bon-tam-xay-massage-active-17m-american-standard-70271-wt-70271wt-70271-wt","bon-tam-xay-massage-active-17m-american-standard-70271-wt-70271wt",YES
"70280-WT","American Standard","bon-tam","Bồn tắm xây New Codie 1.5m American Standard 70280-WT (70280WT) 70280-WT","Bồn tắm xây New Codie 1.5m American Standard 70280-WT (70280WT)","bon-tam-xay-new-codie-15m-american-standard-70280-wt-70280wt-70280-wt","bon-tam-xay-new-codie-15m-american-standard-70280-wt-70280wt",YES
"7120-WT","American Standard","bon-tam","Bồn tắm xây Tonca 1.7m American Standard 7120-WT (7120WT) 7120-WT","Bồn tắm xây Tonca 1.7m American Standard 7120-WT (7120WT)","bon-tam-xay-tonca-17m-american-standard-7120-wt-7120wt-7120-wt","bon-tam-xay-tonca-17m-american-standard-7120-wt-7120wt",YES
"7130-WT","American Standard","bon-tam","Bồn tắm xây Europa 1.6m American Standard 7130-WT (7130WT) 7130-WT","Bồn tắm xây Europa 1.6m American Standard 7130-WT (7130WT)","bon-tam-xay-europa-16m-american-standard-7130-wt-7130wt-7130-wt","bon-tam-xay-europa-16m-american-standard-7130-wt-7130wt",YES
"7220100-WT","American Standard","bon-tam","Bồn tắm xây massage Tonca 1.7m American Standard 7220100-WT (7220100WT) 7220100-WT","Bồn tắm xây massage Tonca 1.7m American Standard 7220100-WT (7220100WT)","bon-tam-xay-massage-tonca-17m-american-standard-7220100-wt-7220100wt-7220100-wt","bon-tam-xay-massage-tonca-17m-american-standard-7220100-wt-7220100wt",YES
"7240100-WT","American Standard","bon-tam","Bồn tắm xây massage Studio 1.5m American Standard 7240100-WT (7240100WT) 7240100-WT","Bồn tắm xây massage Studio 1.5m American Standard 7240100-WT (7240100WT)","bon-tam-xay-massage-studio-15m-american-standard-7240100-wt-7240100wt-7240100-wt","bon-tam-xay-massage-studio-15m-american-standard-7240100-wt-7240100wt",YES
"8160-WT","American Standard","bon-tam","Bồn tắm xây Saturn 1.6m American Standard 8160-WT (8160WT) 8160-WT","Bồn tắm xây Saturn 1.6m American Standard 8160-WT (8160WT)","bon-tam-xay-saturn-16m-american-standard-8160-wt-8160wt-8160-wt","bon-tam-xay-saturn-16m-american-standard-8160-wt-8160wt",YES
"8161-WT","American Standard","bon-tam","Bồn tắm xây Saturn 1.6m American Standard 8161-WT (8161WT) 8161-WT","Bồn tắm xây Saturn 1.6m American Standard 8161-WT (8161WT)","bon-tam-xay-saturn-16m-american-standard-8161-wt-8161wt-8161-wt","bon-tam-xay-saturn-16m-american-standard-8161-wt-8161wt",YES
"AC-7110400","American Standard","bon-tam","Bộ xả bồn tắm American Standard AC-7110400 (AC7110400) AC-7110400","Bộ xả bồn tắm American Standard AC-7110400 (AC7110400)","bo-xa-bon-tam-american-standard-ac-7110400-ac7110400-ac-7110400","bo-xa-bon-tam-american-standard-ac-7110400-ac7110400",YES
"AC-7110501","American Standard","bon-tam","Bộ xả bồn tắm American Standard AC-7110501 (AC7110501) AC-7110501","Bộ xả bồn tắm American Standard AC-7110501 (AC7110501)","bo-xa-bon-tam-american-standard-ac-7110501-ac7110501-ac-7110501","bo-xa-bon-tam-american-standard-ac-7110501-ac7110501",YES
"BTAS2732","American Standard","bon-tam","Bồn tắm chân yếm đặt sàn Acacia 1.7m American Standard BTAS2732 BTAS2732","Bồn tắm chân yếm đặt sàn Acacia 1.7m American Standard BTAS2732","bon-tam-chan-yem-dat-san-acacia-17m-american-standard-btas2732-btas2732","bon-tam-chan-yem-dat-san-acacia-17m-american-standard-btas2732",YES
"BTAS6704","American Standard","bon-tam","Bồn tắm đặt sàn Acacia 1.7m American Standard BTAS6704 BTAS6704","Bồn tắm đặt sàn Acacia 1.7m American Standard BTAS6704","bon-tam-dat-san-acacia-17m-american-standard-btas6704-btas6704","bon-tam-dat-san-acacia-17m-american-standard-btas6704",YES
"BTAS6719","American Standard","bon-tam","Bồn tắm đặt sàn Acacia E 1.7m American Standard BTAS6719 BTAS6719","Bồn tắm đặt sàn Acacia E 1.7m American Standard BTAS6719","bon-tam-dat-san-acacia-e-17m-american-standard-btas6719-btas6719","bon-tam-dat-san-acacia-e-17m-american-standard-btas6719",YES
"BTAS6719.4H","American Standard","bon-tam","Bồn tắm đặt sàn 1.7m American Standard BTAS6719.4H BTAS6719.4H","Bồn tắm đặt sàn 1.7m American Standard BTAS6719.4H","bon-tam-dat-san-17m-american-standard-btas67194h-btas67194h","bon-tam-dat-san-17m-american-standard-btas67194h",YES
"BTAS9761","American Standard","bon-tam","Bồn tắm đặt sàn đá Zenistone 1.7m American Standard BTAS9761 BTAS9761","Bồn tắm đặt sàn đá Zenistone 1.7m American Standard BTAS9761","bon-tam-dat-san-da-zenistone-17m-american-standard-btas9761-btas9761","bon-tam-dat-san-da-zenistone-17m-american-standard-btas9761",YES
"BTAS9831","American Standard","bon-tam","Bồn tắm đặt sàn đá Zenistone 1.8m American Standard BTAS9831 BTAS9831","Bồn tắm đặt sàn đá Zenistone 1.8m American Standard BTAS9831","bon-tam-dat-san-da-zenistone-18m-american-standard-btas9831-btas9831","bon-tam-dat-san-da-zenistone-18m-american-standard-btas9831",YES
"M16004","American Standard","bon-tam","Bộ xả bồn tắm American Standard M16004 M16004","Bộ xả bồn tắm American Standard M16004","bo-xa-bon-tam-american-standard-m16004-m16004","bo-xa-bon-tam-american-standard-m16004",YES
"WF-1300","American Standard","bon-tam","Vòi sen bồn tắm nóng lạnh American Standard Acacia WF-1300 (WF1300) WF-1300","Vòi sen bồn tắm nóng lạnh American Standard Acacia WF-1300 (WF1300)","voi-sen-bon-tam-nong-lanh-american-standard-acacia-wf-1300-wf1300-wf-1300","voi-sen-bon-tam-nong-lanh-american-standard-acacia-wf-1300-wf1300",YES
"WF-1M00","American Standard","bon-tam","Vòi sen bồn tắm nóng lạnh American Standard Loven WF-1M00 (WF1M00) WF-1M00","Vòi sen bồn tắm nóng lạnh American Standard Loven WF-1M00 (WF1M00)","voi-sen-bon-tam-nong-lanh-american-standard-loven-wf-1m00-wf1m00-wf-1m00","voi-sen-bon-tam-nong-lanh-american-standard-loven-wf-1m00-wf1m00",YES
"WF-6800","American Standard","bon-tam","Vòi bồn tắm 4 lỗ IDS American Standard WF-6800 (WF6800) WF-6800","Vòi bồn tắm 4 lỗ IDS American Standard WF-6800 (WF6800)","voi-bon-tam-4-lo-ids-american-standard-wf-6800-wf6800-wf-6800","voi-bon-tam-4-lo-ids-american-standard-wf-6800-wf6800",YES
"WF-6816","American Standard","bon-tam","Vòi bồn tắm đặt sàn IDS nóng lạnh American Standard WF-6816 (WF6816) WF-6816","Vòi bồn tắm đặt sàn IDS nóng lạnh American Standard WF-6816 (WF6816)","voi-bon-tam-dat-san-ids-nong-lanh-american-standard-wf-6816-wf6816-wf-6816","voi-bon-tam-dat-san-ids-nong-lanh-american-standard-wf-6816-wf6816",YES
"AT-90441F","ATMOR","bon-tam","Bộ vòi xả bồn tắm nóng lạnh ATMOR AT-90441F (AT90441F) AT-90441F","Bộ vòi xả bồn tắm nóng lạnh ATMOR AT-90441F (AT90441F)","bo-voi-xa-bon-tam-nong-lanh-atmor-at-90441f-at90441f-at-90441f","bo-voi-xa-bon-tam-nong-lanh-atmor-at-90441f-at90441f",YES
"AT-97001F","ATMOR","bon-tam","Bộ vòi xả bồn tắm nóng lạnh ATMOR AT-97001F (AT97001F) AT-97001F","Bộ vòi xả bồn tắm nóng lạnh ATMOR AT-97001F (AT97001F)","bo-voi-xa-bon-tam-nong-lanh-atmor-at-97001f-at97001f-at-97001f","bo-voi-xa-bon-tam-nong-lanh-atmor-at-97001f-at97001f",YES
"AT1300050A-B01","ATMOR","bon-tam","Bộ vòi bồn tắm ATMOR AT1300050A-B01 (AT1300050AB01) AT1300050A-B01","Bộ vòi bồn tắm ATMOR AT1300050A-B01 (AT1300050AB01)","bo-voi-bon-tam-atmor-at1300050a-b01-at1300050ab01-at1300050a-b01","bo-voi-bon-tam-atmor-at1300050a-b01-at1300050ab01",YES
"AT21902","ATMOR","bon-tam","Bộ vòi xả bồn tắm nằm đặt sàn ATMOR AT21902 AT21902","Bộ vòi xả bồn tắm nằm đặt sàn ATMOR AT21902","bo-voi-xa-bon-tam-nam-dat-san-atmor-at21902-at21902","bo-voi-xa-bon-tam-nam-dat-san-atmor-at21902",YES
"ATH75","ATMOR","bon-tam","Bồn tắm xây ATMOR ATH75 ATH75","Bồn tắm xây ATMOR ATH75","bon-tam-xay-atmor-ath75-ath75","bon-tam-xay-atmor-ath75",YES
"AS111C","CAESAR","bon-tam","Vòi bồn tắm Caesar AS111C AS111C","Vòi bồn tắm Caesar AS111C","voi-bon-tam-caesar-as111c-as111c","voi-bon-tam-caesar-as111c",YES
"AS143C","CAESAR","bon-tam","Bộ vòi sen trên bồn tắm nóng lạnh Caesar AS143C AS143C","Bộ vòi sen trên bồn tắm nóng lạnh Caesar AS143C","bo-voi-sen-tren-bon-tam-nong-lanh-caesar-as143c-as143c","bo-voi-sen-tren-bon-tam-nong-lanh-caesar-as143c",YES
"AS489C","CAESAR","bon-tam","Vòi sen bồn tắm nóng lạnh Caesar AS489C AS489C","Vòi sen bồn tắm nóng lạnh Caesar AS489C","voi-sen-bon-tam-nong-lanh-caesar-as489c-as489c","voi-sen-bon-tam-nong-lanh-caesar-as489c",YES
"AS689C","CAESAR","bon-tam","Vòi bồn tắm nóng lạnh Caesar AS689C AS689C","Vòi bồn tắm nóng lạnh Caesar AS689C","voi-bon-tam-nong-lanh-caesar-as689c-as689c","voi-bon-tam-nong-lanh-caesar-as689c",YES
"AT0150L(R)","CAESAR","bon-tam","Bồn tắm chân yếm 1m5 Caesar AT0150L(R) AT0150L(R)","Bồn tắm chân yếm 1m5 Caesar AT0150L(R)","bon-tam-chan-yem-1m5-caesar-at0150lr-at0150lr","bon-tam-chan-yem-1m5-caesar-at0150lr",YES
"AT0170","CAESAR","bon-tam","Bồn tắm xây 1m7 Caesar AT0170 AT0170","Bồn tắm xây 1m7 Caesar AT0170","bon-tam-xay-1m7-caesar-at0170-at0170","bon-tam-xay-1m7-caesar-at0170",YES
"AT0170L(R)","CAESAR","bon-tam","Bồn tắm chân yếm 1m7 Caesar AT0170L(R) AT0170L(R)","Bồn tắm chân yếm 1m7 Caesar AT0170L(R)","bon-tam-chan-yem-1m7-caesar-at0170lr-at0170lr","bon-tam-chan-yem-1m7-caesar-at0170lr",YES
"AT0350","CAESAR","bon-tam","Bồn tắm xây 1m5 Caesar AT0350 AT0350","Bồn tắm xây 1m5 Caesar AT0350","bon-tam-xay-1m5-caesar-at0350-at0350","bon-tam-xay-1m5-caesar-at0350",YES
"AT0350L(R)","CAESAR","bon-tam","Bồn tắm chân yếm 1m5 Caesar AT0350L(R) AT0350L(R)","Bồn tắm chân yếm 1m5 Caesar AT0350L(R)","bon-tam-chan-yem-1m5-caesar-at0350lr-at0350lr","bon-tam-chan-yem-1m5-caesar-at0350lr",YES
"AT0440","CAESAR","bon-tam","Bồn tắm xây 1m4 Caesar AT0440 AT0440","Bồn tắm xây 1m4 Caesar AT0440","bon-tam-xay-1m4-caesar-at0440-at0440","bon-tam-xay-1m4-caesar-at0440",YES
"AT0440L(R)","CAESAR","bon-tam","Bồn tắm chân yếm 1m4 Caesar AT0440L(R) AT0440L(R)","Bồn tắm chân yếm 1m4 Caesar AT0440L(R)","bon-tam-chan-yem-1m4-caesar-at0440lr-at0440lr","bon-tam-chan-yem-1m4-caesar-at0440lr",YES
"AT0670","CAESAR","bon-tam","Bồn tắm xây 1m7 Caesar AT0670 AT0670","Bồn tắm xây 1m7 Caesar AT0670","bon-tam-xay-1m7-caesar-at0670-at0670","bon-tam-xay-1m7-caesar-at0670",YES
"AT0750","CAESAR","bon-tam","Bồn tắm đặt sàn 1m5 Caesar AT0750 AT0750","Bồn tắm đặt sàn 1m5 Caesar AT0750","bon-tam-dat-san-1m5-caesar-at0750-at0750","bon-tam-dat-san-1m5-caesar-at0750",YES
"AT0770","CAESAR","bon-tam","Bồn tắm đặt sàn 1m7 Caesar AT0770 AT0770","Bồn tắm đặt sàn 1m7 Caesar AT0770","bon-tam-dat-san-1m7-caesar-at0770-at0770","bon-tam-dat-san-1m7-caesar-at0770",YES
"AT0870L(R)","CAESAR","bon-tam","Bồn tắm chân yếm 1m7 Caesar AT0870L(R) AT0870L(R)","Bồn tắm chân yếm 1m7 Caesar AT0870L(R)","bon-tam-chan-yem-1m7-caesar-at0870lr-at0870lr","bon-tam-chan-yem-1m7-caesar-at0870lr",YES
"AT0950","CAESAR","bon-tam","Bồn tắm lập thể 1m4 Caesar AT0950 AT0950","Bồn tắm lập thể 1m4 Caesar AT0950","bon-tam-lap-the-1m4-caesar-at0950-at0950","bon-tam-lap-the-1m4-caesar-at0950",YES
"AT5120","CAESAR","bon-tam","Bồn tắm chân yếm 1m2 đặt góc Caesar AT5120 AT5120","Bồn tắm chân yếm 1m2 đặt góc Caesar AT5120","bon-tam-chan-yem-1m2-dat-goc-caesar-at5120-at5120","bon-tam-chan-yem-1m2-dat-goc-caesar-at5120",YES
"AT5120A","CAESAR","bon-tam","Bồn tắm xây đặt góc 1m2 Caesar AT5120A AT5120A","Bồn tắm xây đặt góc 1m2 Caesar AT5120A","bon-tam-xay-dat-goc-1m2-caesar-at5120a-at5120a","bon-tam-xay-dat-goc-1m2-caesar-at5120a",YES
"AT5140","CAESAR","bon-tam","Bồn tắm chân yếm đặt góc 1m4 Caesar AT5140 AT5140","Bồn tắm chân yếm đặt góc 1m4 Caesar AT5140","bon-tam-chan-yem-dat-goc-1m4-caesar-at5140-at5140","bon-tam-chan-yem-dat-goc-1m4-caesar-at5140",YES
"AT5140A","CAESAR","bon-tam","Bồn tắm xây đặt góc 1m4 Caesar AT5140A AT5140A","Bồn tắm xây đặt góc 1m4 Caesar AT5140A","bon-tam-xay-dat-goc-1m4-caesar-at5140a-at5140a","bon-tam-xay-dat-goc-1m4-caesar-at5140a",YES
"AT6270","CAESAR","bon-tam","Bồn tắm đặt sàn 1m7 Caesar AT6270 AT6270","Bồn tắm đặt sàn 1m7 Caesar AT6270","bon-tam-dat-san-1m7-caesar-at6270-at6270","bon-tam-dat-san-1m7-caesar-at6270",YES
"AT6480","CAESAR","bon-tam","Bồn tắm đặt sàn 1m8 Caesar AT6480 AT6480","Bồn tắm đặt sàn 1m8 Caesar AT6480","bon-tam-dat-san-1m8-caesar-at6480-at6480","bon-tam-dat-san-1m8-caesar-at6480",YES
"KT1150","CAESAR","bon-tam","Bồn tắm đặt sàn 1m5 Caesar KT1150 KT1150","Bồn tắm đặt sàn 1m5 Caesar KT1150","bon-tam-dat-san-1m5-caesar-kt1150-kt1150","bon-tam-dat-san-1m5-caesar-kt1150",YES
"KT1160","CAESAR","bon-tam","Bồn tắm đặt sàn 1m6 Caesar KT1160 KT1160","Bồn tắm đặt sàn 1m6 Caesar KT1160","bon-tam-dat-san-1m6-caesar-kt1160-kt1160","bon-tam-dat-san-1m6-caesar-kt1160",YES
"KT1170","CAESAR","bon-tam","Bồn tắm đặt sàn 1m7 Caesar KT1170 KT1170","Bồn tắm đặt sàn 1m7 Caesar KT1170","bon-tam-dat-san-1m7-caesar-kt1170-kt1170","bon-tam-dat-san-1m7-caesar-kt1170",YES
"MT0150","CAESAR","bon-tam","Bồn tắm xây 1m5 massage Caesar MT0150 MT0150","Bồn tắm xây 1m5 massage Caesar MT0150","bon-tam-xay-1m5-massage-caesar-mt0150-mt0150","bon-tam-xay-1m5-massage-caesar-mt0150",YES
"MT0150L(R)","CAESAR","bon-tam","Bồn tắm chân yếm 1m5 massage Caesar MT0150L(R) MT0150L(R)","Bồn tắm chân yếm 1m5 massage Caesar MT0150L(R)","bon-tam-chan-yem-1m5-massage-caesar-mt0150lr-mt0150lr","bon-tam-chan-yem-1m5-massage-caesar-mt0150lr",YES
"MT0170","CAESAR","bon-tam","Bồn tắm xây 1m7 massage Caesar MT0170 MT0170","Bồn tắm xây 1m7 massage Caesar MT0170","bon-tam-xay-1m7-massage-caesar-mt0170-mt0170","bon-tam-xay-1m7-massage-caesar-mt0170",YES
"MT0170L(R)","CAESAR","bon-tam","Bồn tắm chân yếm 1m7 massage Caesar MT0170L(R) MT0170L(R)","Bồn tắm chân yếm 1m7 massage Caesar MT0170L(R)","bon-tam-chan-yem-1m7-massage-caesar-mt0170lr-mt0170lr","bon-tam-chan-yem-1m7-massage-caesar-mt0170lr",YES
"MT0350","CAESAR","bon-tam","Bồn tắm xây 1m5 massage Caesar MT0350 MT0350","Bồn tắm xây 1m5 massage Caesar MT0350","bon-tam-xay-1m5-massage-caesar-mt0350-mt0350","bon-tam-xay-1m5-massage-caesar-mt0350",YES
"MT0350L(R)","CAESAR","bon-tam","Bồn tắm chân yếm 1m5 massage Caesar MT0350L(R) MT0350L(R)","Bồn tắm chân yếm 1m5 massage Caesar MT0350L(R)","bon-tam-chan-yem-1m5-massage-caesar-mt0350lr-mt0350lr","bon-tam-chan-yem-1m5-massage-caesar-mt0350lr",YES
"MT0440","CAESAR","bon-tam","Bồn tắm xây 1m4 massage Caesar MT0440 MT0440","Bồn tắm xây 1m4 massage Caesar MT0440","bon-tam-xay-1m4-massage-caesar-mt0440-mt0440","bon-tam-xay-1m4-massage-caesar-mt0440",YES
"MT0440L(R)","CAESAR","bon-tam","Bồn tắm chân yếm 1m4 massage Caesar MT0440L(R) MT0440L(R)","Bồn tắm chân yếm 1m4 massage Caesar MT0440L(R)","bon-tam-chan-yem-1m4-massage-caesar-mt0440lr-mt0440lr","bon-tam-chan-yem-1m4-massage-caesar-mt0440lr",YES
"MT0670","CAESAR","bon-tam","Bồn tắm xây 1m7 massage Caesar MT0670 MT0670","Bồn tắm xây 1m7 massage Caesar MT0670","bon-tam-xay-1m7-massage-caesar-mt0670-mt0670","bon-tam-xay-1m7-massage-caesar-mt0670",YES
"MT0670L(R)","CAESAR","bon-tam","Bồn tắm chân yếm 1m7 massage Caesar MT0670L(R) MT0670L(R)","Bồn tắm chân yếm 1m7 massage Caesar MT0670L(R)","bon-tam-chan-yem-1m7-massage-caesar-mt0670lr-mt0670lr","bon-tam-chan-yem-1m7-massage-caesar-mt0670lr",YES
"MT0770","CAESAR","bon-tam","Bồn tắm đặt sàn 1m7 massage Caesar MT0770 MT0770","Bồn tắm đặt sàn 1m7 massage Caesar MT0770","bon-tam-dat-san-1m7-massage-caesar-mt0770-mt0770","bon-tam-dat-san-1m7-massage-caesar-mt0770",YES
"MT0870L(R)","CAESAR","bon-tam","Bồn tắm chân yếm 1m7 massage Caesar MT0870L(R) MT0870L(R)","Bồn tắm chân yếm 1m7 massage Caesar MT0870L(R)","bon-tam-chan-yem-1m7-massage-caesar-mt0870lr-mt0870lr","bon-tam-chan-yem-1m7-massage-caesar-mt0870lr",YES
"MT211L(R)","CAESAR","bon-tam","Bồn tắm chân yếm 1m7 massage hơi Caesar MT211L(R) MT211L(R)","Bồn tắm chân yếm 1m7 massage hơi Caesar MT211L(R)","bon-tam-chan-yem-1m7-massage-hoi-caesar-mt211lr-mt211lr","bon-tam-chan-yem-1m7-massage-hoi-caesar-mt211lr",YES
"MT211L(R)A","CAESAR","bon-tam","Bồn tắm xây 1m7 massage Caesar MT211L(R)A MT211L(R)A","Bồn tắm xây 1m7 massage Caesar MT211L(R)A","bon-tam-xay-1m7-massage-caesar-mt211lra-mt211lra","bon-tam-xay-1m7-massage-caesar-mt211lra",YES
"MT211L(R)AS","CAESAR","bon-tam","Bồn tắm xây 1m7 massage hơi Caesar MT211L(R)AS MT211L(R)AS","Bồn tắm xây 1m7 massage hơi Caesar MT211L(R)AS","bon-tam-xay-1m7-massage-hoi-caesar-mt211lras-mt211lras","bon-tam-xay-1m7-massage-hoi-caesar-mt211lras",YES
"MT212","CAESAR","bon-tam","Bồn tắm xây 2m massage Caesar MT212 MT212","Bồn tắm xây 2m massage Caesar MT212","bon-tam-xay-2m-massage-caesar-mt212-mt212","bon-tam-xay-2m-massage-caesar-mt212",YES
"MT212S","CAESAR","bon-tam","Bồn tắm xây 2m massage hơi Caesar MT212S MT212S","Bồn tắm xây 2m massage hơi Caesar MT212S","bon-tam-xay-2m-massage-hoi-caesar-mt212s-mt212s","bon-tam-xay-2m-massage-hoi-caesar-mt212s",YES
"MT3370L(R)","CAESAR","bon-tam","Bồn tắm chân yếm 1m7 massage Caesar MT3370L(R) MT3370L(R)","Bồn tắm chân yếm 1m7 massage Caesar MT3370L(R)","bon-tam-chan-yem-1m7-massage-caesar-mt3370lr-mt3370lr","bon-tam-chan-yem-1m7-massage-caesar-mt3370lr",YES
"MT3370L(R)S","CAESAR","bon-tam","Bồn tắm chân yếm 1m7 massage hơi Caesar MT3370L(R)S MT3370L(R)S","Bồn tắm chân yếm 1m7 massage hơi Caesar MT3370L(R)S","bon-tam-chan-yem-1m7-massage-hoi-caesar-mt3370lrs-mt3370lrs","bon-tam-chan-yem-1m7-massage-hoi-caesar-mt3370lrs",YES
"MT5120","CAESAR","bon-tam","Bồn tắm chân yếm đặt góc 1m2 massage Caesar MT5120 MT5120","Bồn tắm chân yếm đặt góc 1m2 massage Caesar MT5120","bon-tam-chan-yem-dat-goc-1m2-massage-caesar-mt5120-mt5120","bon-tam-chan-yem-dat-goc-1m2-massage-caesar-mt5120",YES
"MT5120A","CAESAR","bon-tam","Bồn tắm xây đặt góc 1m2 massage Caesar MT5120A MT5120A","Bồn tắm xây đặt góc 1m2 massage Caesar MT5120A","bon-tam-xay-dat-goc-1m2-massage-caesar-mt5120a-mt5120a","bon-tam-xay-dat-goc-1m2-massage-caesar-mt5120a",YES
"MT5140","CAESAR","bon-tam","Bồn tắm chân yếm đặt góc 1m4 massage Caesar MT5140 MT5140","Bồn tắm chân yếm đặt góc 1m4 massage Caesar MT5140","bon-tam-chan-yem-dat-goc-1m4-massage-caesar-mt5140-mt5140","bon-tam-chan-yem-dat-goc-1m4-massage-caesar-mt5140",YES
"MT5140A","CAESAR","bon-tam","Bồn tắm xây đặt góc 1m4 massage Caesar MT5140A MT5140A","Bồn tắm xây đặt góc 1m4 massage Caesar MT5140A","bon-tam-xay-dat-goc-1m4-massage-caesar-mt5140a-mt5140a","bon-tam-xay-dat-goc-1m4-massage-caesar-mt5140a",YES
"MT5165","CAESAR","bon-tam","Bồn tắm chân yếm đặt góc 1m6 Caesar MT5165 MT5165","Bồn tắm chân yếm đặt góc 1m6 Caesar MT5165","bon-tam-chan-yem-dat-goc-1m6-caesar-mt5165-mt5165","bon-tam-chan-yem-dat-goc-1m6-caesar-mt5165",YES
"MT6470","CAESAR","bon-tam","Bồn tắm chân yếm dáng tròn 1m7 massage Caesar MT6470 MT6470","Bồn tắm chân yếm dáng tròn 1m7 massage Caesar MT6470","bon-tam-chan-yem-dang-tron-1m7-massage-caesar-mt6470-mt6470","bon-tam-chan-yem-dang-tron-1m7-massage-caesar-mt6470",YES
"MT6470A","CAESAR","bon-tam","Bồn tắm xây dáng tròn 1m7 massage Caesar MT6470A MT6470A","Bồn tắm xây dáng tròn 1m7 massage Caesar MT6470A","bon-tam-xay-dang-tron-1m7-massage-caesar-mt6470a-mt6470a","bon-tam-xay-dang-tron-1m7-massage-caesar-mt6470a",YES
"MT6480","CAESAR","bon-tam","Bồn tắm đặt sàn 1m8 massage Caesar MT6480 MT6480","Bồn tắm đặt sàn 1m8 massage Caesar MT6480","bon-tam-dat-san-1m8-massage-caesar-mt6480-mt6480","bon-tam-dat-san-1m8-massage-caesar-mt6480",YES
"MT7520","CAESAR","bon-tam","Bồn tắm xây 2m massage Caesar MT7520 MT7520","Bồn tắm xây 2m massage Caesar MT7520","bon-tam-xay-2m-massage-caesar-mt7520-mt7520","bon-tam-xay-2m-massage-caesar-mt7520",YES
